SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532748,PRIME FOCUS ,B ,Q,59.1,63.5,58.2,61.05,62,59.7,77,1054,64155,
532749,ALLCARGO    ,B ,Q,104.6,105.55,102.7,103.5,105,104.2,96,5674,587290,
532751,EASUNREYRL  ,B ,Q,6.75,6.95,6.68,6.68,6.68,7.02,17,4185,28249,
532754,GMR INFRASTR,A ,Q,16.45,16.55,16.25,16.35,16.35,16.5,554,431970,7087113,
532755,TECH MAH    ,A ,Q,810,825,810,819.15,819.15,816.55,1627,44958,36879634,
532756,MAHINDCIE   ,A ,Q,221.4,226,221.1,224.55,224,221.9,578,17644,3958626,
532757,VOLTAMP TRAN,B ,Q,1149,1149,1082.2,1082.55,1082.2,1104.05,50,178,196406,
532759,ATLANTA     ,B ,Q,16.5,16.5,15.45,16.05,16.2,15.6,12,375,5907,
532760,DEEP INDS   ,B ,Q,142,143.35,135,136.45,136.4,142,204,4318,604181,
532761,HOV SERVICES,B ,Q,134.95,134.95,130,133.1,133,133.75,33,1257,167893,
532762,ACTION CONST,B ,Q,97.2,98,96.05,96.35,96.25,97.85,125,6954,674852,
532764,GEECEE      ,B ,Q,120,120,117.05,117.45,117.45,119.95,36,1872,222628,
532766,RICHA IND   ,XT,Q,1.9,1.9,1.9,1.9,1.9,1.9,4,508,965,
532767,GAYATRI PROJ,B ,Q,164.5,165.5,161,162.3,165.5,168.75,9,65,10604,
532768,FIEM INDS   ,B ,Q,475,478,465,476.7,476.7,471.75,62,826,389986,
532771,JHS SVEN    ,B ,Q,24.8,24.8,23.2,24,24.4,23.85,45,4947,118551,
532772,DCBBANK     ,A ,Q,210.55,218.65,210.55,216.7,216.7,214.15,1163,145632,31525494,
532773,GLOBAL VECT ,T ,Q,90,90,88.35,88.35,88.35,93,36,2113,186860,
532774,INSPIRISYS  ,B ,Q,48.45,48.45,45.5,46.55,46.7,45.9,19,2332,108209,
532775,GTL INFRAST ,T ,Q,0.89,0.9,0.86,0.88,0.88,0.88,91,221123,194151,
532776,SHIVAM AUTO ,B ,Q,35.45,35.95,34.25,35.25,35.25,35.1,41,2943,104491,
532777,INFO EDGE   ,A ,Q,1980,2000,1911.55,1982.5,1987.75,1983.6,182,1286,2543260,
532779,TORNT POWER ,A ,Q,255.3,255.3,252,252.25,252.05,255.3,192,11169,2825566,
532780,PARSVNATH   ,B ,Q,4.54,4.95,4.34,4.51,4.51,4.54,55,7183,33259,
532782,SUTLEJ TEXT ,B ,Q,37,37.95,36.05,37.95,37.95,37.7,15,1291,47108,
532783,DAAWAT      ,B ,Q,34,34.25,33.55,33.9,33.9,34.2,99,8123,274947,
532784,SOBHA       ,A ,Q,481,500.55,480.25,483.85,483.85,485.2,782,11884,5791203,
532785,RUCHIRA PAP ,B ,Q,97.5,97.6,94.95,95.95,95,100.5,127,3124,300949,
532787,ESS DEE ALUM,B ,Q,13,13.6,12.9,13.09,13.6,12.6,21,2164,28281,
532790,TANLA       ,B ,Q,41.4,42,40.25,40.25,40.25,42.35,125,34083,1381122,
532794,ZEEMEDIA    ,B ,Q,14.5,14.5,14,14.13,14.45,14.52,277,47596,673365,
532795,SITINET     ,T ,Q,4.2,4.2,3.82,3.86,3.9,4.02,31,8151,31577,
532796,LUMAX TECH  ,B ,Q,115,121.1,114.05,117.7,117.45,116.75,55,1930,226686,
532797,AUTOIND     ,B ,Q,44.75,44.75,43.55,44.5,44.5,43.55,12,2319,102746,
532798,NTWK MED INV,A ,Q,32.1,32.3,31.75,31.85,31.8,32.45,84,19664,627781,
532799,HUBTOWN     ,B ,Q,29.6,29.8,29.5,29.65,29.65,30.05,22,3900,115220,
532800,TV18BRDCST  ,A ,Q,31,31.5,30.95,31.2,31.2,31.4,353,155992,4871686,
532801,CAMBRIDGE   ,B ,Q,40.3,40.3,40,40,40,40,7,685,27425,
532804,TECHNOCRAFT ,B ,Q,517.6,521,517,517.1,517,517.3,9,148,76638,
532805,REDINGTON   ,A ,Q,95,96.1,95,95.6,95.05,95.75,78,3942,376325,
532807,CINELINE    ,B ,Q,42.35,44.25,42.35,43,43,43.55,50,1999,85893,
532808,PGIL        ,B ,Q,163,163.95,155.5,159.9,159.9,163.85,26,1802,288254,
532809,FSL         ,A ,Q,48.05,51.4,47.85,50.6,50.6,48.95,2951,837467,41628152,
532810,POWER FINAN ,A ,Q,114.3,114.7,113.1,113.95,113.6,114.35,891,174765,19907607,
532811,AHLUWALIA CO,B ,Q,327.95,327.95,315,315.25,315,323,7,47,14849,
532813,C & C CONSTR,Z ,Q,10,10,9.42,9.79,9.79,9.9,8,2531,24347,
532814,INDIAN BANK ,A ,Q,254.1,254.1,243.2,246.9,246.3,254.1,812,65040,16161194,
532815,SMS PHARMACE,B ,Q,57.5,59,57.5,58.85,58.35,58.2,20,3799,223206,
532817,ORIENTAL    ,B ,Q,12.6,12.6,12.21,12.5,12.5,13.52,12,1676,20939,
532819,MINDTREE LTD,A ,Q,970,983,961.75,979.85,983,970.65,526,22611,22117665,
532820,ELAND       ,T ,Q,6.89,7.34,6.89,7,7,7.1,5,195,1368,
532822,IDEA        ,A ,Q,17,17.1,16.25,16.4,16.4,16.1,3591,3566845,59000863,
532826,RAJ TELE    ,Z ,Q,45,45,41.4,41.4,43.5,43.55,11,1145,47410,
532827,PAGE INDUSTR,A ,Q,22025,22475.15,21817.95,21901.3,22000,22157.35,621,1122,24740759,
532829,LAWRESHWAR  ,X ,Q,30.75,30.75,30.75,30.75,30.75,28.05,1,5,153,
532830,ASTRAL POLY ,A ,Q,1181,1196.5,1165.55,1180.2,1188,1194.8,114,780,923618,
532832,INDBUL REAL ,A ,Q,114,115.6,110.35,111.1,111.1,117.3,4562,612298,69060130,
532834,CAMLINFINE  ,B ,Q,43.25,43.25,41.05,41.25,41.25,43.45,462,28794,1208825,
532835,ICRA        ,B ,Q,3191.85,3191.85,3100,3100,3100,3111.2,3,11,34191,
532839,DISH TV     ,A ,Q,35.85,35.85,34.15,34.9,34.9,35.85,918,606299,21395258,
532841,SAHYA INDU  ,X ,Q,173,173.5,169.5,170.5,169.5,172.6,47,2417,415030,
532842,SREE RAYALA ,B ,Q,164,164.9,161.2,162,162,164.3,10,820,133251,
532843,FORTIS      ,A ,Q,136.9,137.6,135.35,136.2,135.4,137.5,222,17802,2433352,
532845,TGBHOTELS   ,B ,Q,9.95,10.07,9.8,10.07,10.07,9.96,17,1002,9913,
532848,DELTA CORP  ,A ,Q,240.5,242.3,237,238.8,238.8,241.45,700,39546,9466758,
532850,MIC ELECTRON,T ,Q,0.95,1.02,0.95,1.02,1.02,0.98,17,10668,10401,
532851,INSECTCID   ,B ,Q,627.2,636.35,625,628.15,626.2,634.7,53,239,149930,
532852,MCD HOLDING ,B ,Q,25.25,25.4,23.8,23.8,23.8,25.95,16,2509,61026,
532853,ASAHI SONG  ,B ,Q,155,155,147.5,147.85,147.5,153.6,31,353,52162,
532854,NITIN FIRE  ,B ,Q,1.18,1.18,1.18,1.18,1.18,1.24,1,500,590,
532855,HARYA CAPFIN,X ,Q,44.95,46,44.95,46,46,46.5,4,575,25872,
532856,TIME TECHNO ,A ,Q,87,88,85.5,87.5,87.5,87.55,70,5345,466155,
532859,HGSL        ,B ,Q,624,630,616.25,617.55,617,619.95,16,72,44832,
532864,NELCAST     ,B ,Q,69.2,71.95,69.2,69.5,69.45,70.4,61,2848,200310,
532865,MEGHMANI    ,A ,Q,64,64.7,63.2,63.7,63.7,65.1,687,88999,5677323,
532866,QUINTEGRA SO,T ,Q,0.33,0.33,0.33,0.33,0.33,0.33,1,600,198,
532867,V2RETAIL    ,B ,Q,260,263,254,256.45,257.95,262.5,106,653,167438,
532868,DLF LIMITED ,A ,Q,174.45,177.3,172.75,173.75,173.75,177.9,1866,290101,50801891,
532869,TARMAT      ,B ,Q,36.6,37.8,35.9,36.7,36.7,38.3,108,8643,313740,
532871,CELESTIAL   ,B ,Q,5.23,5.23,5,5.02,5.23,5.23,12,2736,13720,
532872,SUNPHA ADV  ,A ,Q,166.05,171.55,166,168.1,167,168,599,28925,4873721,
532873,HOUSING DEV ,A ,Q,22.7,22.75,22.2,22.4,22.4,22.85,327,107991,2422341,
532874,SURYACHAKRA ,Z ,Q,0.3,0.3,0.29,0.29,0.29,0.3,15,13303,3867,
532875,ALLIED DIGIT,B ,Q,14.64,15.58,14.64,15.05,15.14,15.41,24,2493,36835,
532879,SIR SHADI LA,XT,Q,34,36.7,34,34.6,34.6,35.05,4,205,7348,
532880,OMAXE LTD   ,A ,Q,207.8,207.8,206.5,206.55,207.45,208.2,767,175817,36374680,
532884,REFEX       ,T ,Q,39,39,37,37.5,37.15,38,54,11676,440038,
532885,CENTRAL BK  ,A ,Q,29.75,30.15,29.45,29.55,29.55,30.6,267,30370,901144,
532886,SEL MANUF   ,B ,Q,0.95,1.04,0.95,1.04,1.04,0.98,6,6092,6286,
532887,NTL         ,T ,Q,0.73,0.73,0.73,0.73,0.73,0.73,2,260,189,
532888,ASIAN GRANIT,B ,Q,180.05,185,179.5,180.6,179.6,184.1,139,6215,1123312,
532889,K.P.R. MILL ,A ,Q,596.05,604.95,595.2,600.65,599.75,601.3,45,592,355724,
532890,TAKE SOLUT  ,A ,Q,144,144.75,142.35,142.7,142.65,144.55,114,3185,456389,
532891,PURAVANKARA ,B ,Q,73,73.35,72.4,72.8,73,73.95,95,4718,342987,
532892,MOTILALOFS  ,A ,Q,705,717.5,705,710.65,715.35,712.5,178,1681,1195615,
532893,VTM LTD     ,X ,Q,29.35,29.35,27.5,28.5,28.5,28.5,21,780,22046,
532896,MAGNUM VENT ,B ,Q,5.08,5.15,5.08,5.1,5.1,4.99,4,1285,6588,
532898,POWER GRID  ,A ,Q,189.6,192.55,188.95,190,190.4,190.4,1290,211744,40284723,
532899,KAVERI SEED ,A ,Q,446,454,441.5,449.6,451,446.85,215,7962,3583098,
532900,PAISALO     ,B ,Q,329,360,329,353,353,330,72,4367,1496377,
532902,CONSOL CONST,Z ,Q,1.76,1.76,1.76,1.76,1.76,1.85,2,9000,15840,
532904,SUPREME INFR,T ,Q,21.45,21.45,21.4,21.4,21.4,22.5,9,1910,40874,
532906,MAANALU     ,B ,Q,86.1,99,86.1,87.25,87.25,87.45,8,81,7041,
532907,ILFSENGG    ,Z ,Q,7.8,8,7.8,7.85,7.85,7.77,26,7493,58490,
532911,PARLE SOFTWR,X ,Q,28.8,28.8,28.8,28.8,28.8,28.25,5,885,25488,
532914,ARCOTECH LTD,T ,Q,4.53,4.93,4.53,4.93,4.93,4.75,14,7516,35455,
532915,RELIGARE ENT,B ,Q,31.3,31.4,28.85,29.4,29,31.8,84,7292,218221,
532916,BARAK VALL  ,T ,Q,17.9,17.9,17.9,17.9,17.9,17.9,1,82,1467,
532918,RATHI BARS  ,X ,Q,13.15,14.39,12.91,14.34,14.34,13.2,18,2112,28470,
532919,ALLIED COMP ,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,1,2,0,
532920,EMPEE DIST  ,Z ,Q,6.27,6.53,5.96,6,5.96,6.27,16,14410,88248,
532921,ADANI PORTS ,A ,Q,385,385.05,378.15,379.5,379.5,386.8,670,51905,19792849,
532922,EDELWEISS   ,A ,Q,140,143.4,139,140.3,139.6,142.25,730,70679,9927716,
532923,RGL         ,B ,Q,315,315,303,303.6,303.6,303.55,6,231,70252,
532924,KOLTEPATIL  ,B ,Q,229.05,230.45,227.1,228.6,227.1,232.05,57,1510,346833,
532926,JYOTHY LAB  ,A ,Q,179.75,182.45,176.9,178.15,178.15,179.9,337,7449,1334411,
532927,ECLERX      ,A ,Q,1144.8,1149.3,1141.55,1142.3,1142.3,1141.75,666,5044,5770868,
532928,TRIL        ,B ,Q,11.85,11.85,10.9,11,11,11.1,30,3228,35623,
532929,BRIGADE     ,B ,Q,226.55,228.95,219.15,222.45,221.05,226.55,113,2319,519077,
532930,BGR ENERGY  ,B ,Q,54.85,54.85,53.75,53.95,54.65,54.55,83,4102,221742,
532931,BURNPUR     ,T ,Q,2.57,2.57,2.48,2.52,2.54,2.57,18,32605,81899,
532932,MANAKSIA LTD,B ,Q,36.15,37.75,35.15,37.75,37.75,36.95,3,225,8257,
532933,PORWAL AUTO ,X ,Q,31,31,27.1,27.2,27.1,28.15,45,7429,206526,
532934,PPAP        ,B ,Q,278.8,278.8,261,271,271,279.6,23,278,73931,
532935,ARIES AGRO  ,B ,Q,74.05,77,74.05,75.45,76.1,76.2,14,313,23783,
532937,KUANTUM     ,X ,Q,418,418,401.15,402.4,402.5,424,20,141,57520,
532939,RPOWER      ,A ,Q,6.5,7.04,6.16,6.61,6.61,6.48,22934,20885531,139426228,
532940,J KUMAR INFR,B ,Q,132,136.8,128.65,132.9,132.9,132.35,694,33105,4420752,
532941,CORDS CABLE ,B ,Q,61.1,61.15,61.1,61.1,61.1,62.05,3,150,9166,
532942,KNR CONST   ,A ,Q,242,244.05,234.1,236.45,235.15,243.3,59,1199,286478,
532944,ONMOBILE    ,B ,Q,37.05,38.4,35.05,38.3,38.2,38.1,53,4957,186755,
532945,SHRIRAM EPC ,B ,Q,7.74,7.76,7.74,7.76,7.76,7.6,2,1100,8520,
532946,BANG        ,B ,Q,39.35,42.5,39.35,41.05,41,39.75,13,1062,43065,
532947,IRB INFRA   ,A ,Q,120.8,121.95,119,120.5,120.5,122.1,1498,254211,30587718,
532951,GSS INFOTECH,B ,Q,126.4,136.5,124.95,131.85,131,129.85,630,215023,28470606,
532953,V GUARD IND ,A ,Q,214.7,218.25,210.25,213.3,212.8,216.1,643,54219,11559814,
532955,RECLTD      ,A ,Q,141,143.25,140.55,141.85,141.85,142.55,1260,149852,21264695,
532959,GAMMON INFRA,B ,Q,0.6,0.6,0.58,0.58,0.6,0.58,70,115930,68170,
532960,IBVENTURES  ,B ,Q,287.9,293.7,271.05,277.25,277.25,296.1,1894,128009,36230332,
532966,TITAGARH WAG,B ,Q,61,62.85,59.15,59.65,59.65,62.05,375,27387,1654972,
532967,KIRI DYES   ,B ,Q,539.9,558.15,533.15,541.9,540.15,544.45,566,10684,5858582,
532972,SANKHYA INFO,XT,Q,64,67.9,64,64.2,64.2,66.2,36,3978,255845,
532974,ABML        ,B ,Q,46.7,47.35,45.6,45.95,45.6,46.35,152,12241,564261,
532976,JAIBALA IND ,T ,Q,29.05,30.7,29.05,30.7,30.7,30.5,2,501,14555,
532977,BAJAJ AUTO  ,A ,Q,3063,3063,3017.1,3030,3027.15,3060.65,1423,155997,473033520,
532978,BAJAJ FINSE ,A ,Q,7568,7694.75,7556.95,7645.5,7670,7615.6,1141,14470,110388768,
532979,PIRPHYTO    ,T ,Q,31.25,31.25,31,31.25,31.25,32.55,6,1133,35181,
532980,GOKUL REFOIL,B ,Q,8.49,8.6,7.71,7.85,8.45,8.56,73,23140,192780,
532983,RPG LIFESCI ,B ,Q,225.05,231.75,225.05,230.5,230.05,228.1,65,2355,540139,
532985,KOTAK SENSEX,B ,Q,397,400.5,394,394,394,400,24,278,110899,
532986,NIRAJ CEMENT,X ,Q,17.7,17.75,14.85,17.45,17.45,15.85,28,340,5540,
532987,RANE BRAKE  ,B ,Q,580,618,558,590.2,590.2,583.55,914,6961,4143194,
532988,RANE ENGVL  ,B ,Q,494,494,450,463.75,459.5,469.4,155,3598,1671504,
532989,BAFNA PHARMA,T ,Q,8.13,8.13,8.13,8.13,8.13,8.55,2,340,2764,
532991,MVL LIMITED ,B ,Q,0.23,0.23,0.23,0.23,0.23,0.22,1,1000,230,
532992,CHL LTD     ,X ,Q,10,10,10,10,10,10,1,10,100,
532994,ARCHIDPLY IN,B ,Q,40,40.55,38,38.9,38.15,39.8,124,3429,135103,
532997,KSK ENERGY  ,B ,Q,1.01,1.06,0.96,0.98,0.99,1.01,110,283463,285682,
532998,LEHIL       ,B ,Q,19.4,21.65,19.4,21.65,21.65,20.95,2,23,457,
533001,SOMI CONVEY ,B ,Q,29.95,29.95,23,23.05,24.2,25,32,1740,40715,
533006,BIRLA COTSYN,XT,Q,0.08,0.08,0.08,0.08,0.08,0.08,8,1336,106,
533007,LGB FORGE   ,T ,Q,3.35,3.35,3.3,3.34,3.34,3.35,5,1044,3495,
533012,LANDMRK PRO ,B ,Q,4.1,4.1,4.1,4.1,4.1,4.31,11,3085,12648,
533014,SICAGEN IND ,B ,Q,25,25.05,23.8,23.9,23.8,26.15,171,6991,170352,
533015,NUTEK INDIA ,Z ,Q,0.34,0.36,0.34,0.35,0.35,0.35,18,50969,17733,
533019,SIMPLEX PAP ,X ,Q,1.69,1.69,1.69,1.69,1.69,1.77,1,15,25,
533022,20 MICRONS  ,B ,Q,37,37.55,37,37,37,37.65,81,4575,169865,
533023,WABCO       ,A ,Q,6277.05,6317.55,6255.05,6304.25,6310,6295.75,115,202,1272540,
533029,ALKALI      ,B ,Q,42,42,42,42,42,41.5,1,1,42,
533033,ISGEC       ,B ,Q,549.95,550,503,546.05,546.05,548.9,448,8660,4690835,
533047,INDIAN MET  ,B ,Q,230,230,226.05,227.15,226.3,232.1,141,3396,772469,
533056,VEDAVAAG    ,X ,Q,25.3,25.3,24.05,24.35,24.15,25.3,41,4111,100952,
533068,ARROW TEX   ,B ,Q,17.95,17.95,17.95,17.95,17.95,17.95,2,34,610,
533080,MOLDTKPACK  ,B ,Q,241.5,244.1,240,240,240,244.5,34,818,198449,
533088,MAH HOLIDAY ,A ,Q,240,241,232,234.6,235.15,238.45,97,1957,458926,
533090,EXCEL       ,T ,Q,1.14,1.14,1.09,1.09,1.09,1.14,53,219447,239222,
533095,BENGLA& ASM ,B ,Q,1639,1639,1550,1599.7,1599.7,1550.7,23,187,294623,
533096,ADANI POWER ,A ,Q,43.8,43.8,42.6,42.8,42.8,43.75,1927,1471559,63523321,
533098,NHPC        ,A ,Q,23.6,23.6,23.2,23.25,23.25,23.5,301,93873,2185323,
533104,GLOBUS SPR  ,B ,Q,135.45,139.25,134.25,134.8,136.1,135.45,101,4284,580693,
533106,OIL INDIA   ,A ,Q,183.5,183.5,180.5,181.35,180.5,183.05,304,15565,2831935,
533107,RNAVAL      ,B ,Q,8.89,8.89,8.15,8.53,8.53,8.56,479,69595,591967,
533108,BHILWRA TEC ,X ,Q,7.33,8.3,7.3,7.51,7.5,7.71,16,1537,11287,
533110,SH PRECOTED ,X ,Q,0.98,0.98,0.98,0.98,0.98,0.99,5,2450,2401,
533121,EXPLEOSOL   ,B ,Q,470,479.9,470,473,473,465.2,4,4,1892,
533122,RTNPOWER    ,B ,Q,2.55,2.65,2.55,2.62,2.6,2.63,187,271810,705609,
533137,DEN NETWORK ,B ,Q,63,63.95,62.75,63.25,63.95,63.15,19,355,22428,
533138,ASTEC LIFE  ,B ,Q,501,535,500.3,526.2,534.8,498.55,360,2819,1461494,
533144,COX KINGS   ,A ,Q,120.5,120.75,118.5,119.05,119.5,122.65,165,3910,467816,
533146,DLINK IND   ,B ,Q,82.7,84.15,82.15,82.85,84,82.3,30,3175,263275,
533148,JSW ENERGY  ,A ,Q,69.3,71.5,69.3,71,70.5,70.4,451,37549,2645725,
533150,GODREJ PROP ,A ,Q,814,827.65,798,802.8,802.8,821.1,1209,21374,17337406,
533151,D B CORP    ,A ,Q,181,182,181,181.8,182,181.8,9,216,39251,
533152,MBL INFRA   ,B ,Q,12.07,13.08,12.05,12.21,12.21,12.4,18,8826,107742,
533155,JUBL FOOD   ,A ,Q,1326,1326,1291,1300.2,1300.05,1326.8,1450,50479,65600112,
533156,VASCON ENG  ,B ,Q,14,14.2,13.89,14.16,14.15,14.17,53,9505,133668,
533157,SYNCOM HEAL ,T ,Q,1.52,1.66,1.52,1.52,1.52,1.59,33,15344,23535,
533158,THANGAMAYIL ,B ,Q,329.95,329.95,311,312.35,313,317,6,127,40686,
533160,D B REALTY  ,B ,Q,14,14.54,14,14.3,14.3,14.77,380,50877,733390,
533161,EMMBI       ,B ,Q,129.85,132.45,128,131.95,132.45,130.7,66,2356,305941,
533162,HATHWAY CAB ,B ,Q,29.1,29.9,28.7,29.4,29.85,29.5,151,18899,551336,
533163,ARSS INFRA  ,T ,Q,49,49,47.1,48.8,48.8,49.55,16,1446,69427,
533164,TEXMO PIPES ,B ,Q,19.3,19.3,18.35,18.35,18.35,18.7,13,823,15438,
533166,SUNDARAMMUL ,B ,Q,1.52,1.62,1.52,1.58,1.62,1.6,24,23260,36827,
533167,CORO ENGG   ,X ,Q,29.7,29.7,27.5,27.5,27.5,27,26,1092,32126,
533168,ROSSELL IND ,B ,Q,60.6,60.6,58.5,60.5,60.5,60.8,17,2018,121036,
533169,MAN INFRA   ,B ,Q,34.9,35.3,34.7,35.1,35.1,35.1,64,7870,276086,
533170,TAMBOLI CAP ,X ,Q,63,63,56.55,56.55,56.55,61,5,236,14333,
533171,UNITED BANK ,B ,Q,10.9,11.04,10.86,10.91,10.91,10.98,55,28764,314990,
533176,DQ ENT      ,B ,Q,5.7,6,5.7,5.81,5.81,5.96,11,4000,23342,
533177,IL&FS TRANS ,Z ,Q,4.9,4.94,4.65,4.66,4.65,4.89,97,51600,242798,
533179,PERSISTENT  ,A ,Q,619.95,632,606.7,628.85,628.85,622.15,2774,10960,6862638,
533181,INTRASOFT   ,T ,Q,123,123,120.65,120.65,120.65,126.9,2,3,366,
533189,GOENKA DIAM ,Z ,Q,0.39,0.39,0.39,0.39,0.39,0.39,1,1,0,
533192,KCP SUGAR IN,B ,Q,15.45,15.45,15,15.25,15.2,15.45,55,1797,27202,
533193,KIRLOSKAR EL,B ,Q,15.2,15.7,15,15.55,15.65,15.3,88,6319,97127,
533200,TALWALKAR   ,B ,Q,52.35,52.5,51.15,52.05,52.05,52.7,68,31425,1643132,
533202,NITESH EST  ,B ,Q,5.45,5.45,5.27,5.4,5.4,5.42,6,1270,6774,
533203,TARAPUR TRA ,T ,Q,4.8,4.8,4.8,4.8,4.8,5.05,1,100,480,
533206,SJVN        ,A ,Q,24.35,24.35,23.85,23.95,23.9,24.35,159,41645,1001669,
533207,JPINFRATEC  ,B ,Q,2.37,2.43,2.3,2.34,2.34,2.32,379,681631,1620766,
533208,EMAMI PAPER ,B ,Q,166,169,163.5,166.35,167.5,166.55,17,2613,434381,
533210,KRITI NUTRI ,X ,Q,28,28,27.5,27.8,28,28,78,7154,197583,
533211,PARAB DRUGS ,T ,Q,1.5,1.5,1.45,1.46,1.46,1.49,4,1600,2376,
533216,TECHNOFAB   ,B ,Q,75,75,71.15,74.3,71.2,78,19,423,31313,
533217,HMVL        ,B ,Q,109,117.8,109,115.5,117.5,112.1,63,360,40345,
533218,EMAMIREAL   ,B ,Q,107.15,109,106.2,106.2,106.2,108.7,27,1721,186186,
533221,ASIAN HTL W ,B ,Q,338,345,317,326,317,348,13,17,5614,
533227,ASIAN HTL E ,B ,Q,227.7,232.1,226.1,230.2,230,231.5,25,1448,334588,
533228,BHARATFIN   ,A ,Q,977,977,953.4,956.95,953.9,977.95,385,8665,8310181,
533229,BAJAJCON    ,A ,Q,330.65,332,325,329.8,329.6,329.45,146,5665,1867106,
533230,HDFCMFGETF  ,E ,Q,2865,2897,2861.01,2880,2880,2850.5,45,516,1486565,
533239,PRAKASHSTL  ,B ,Q,0.27,0.27,0.27,0.27,0.27,0.3,5,1410,380,
533244,ICICIGOLD   ,E ,Q,28.51,29.1,28.51,28.68,28.65,28.75,13,57,1645,
533248,GPPL        ,A ,Q,84.4,84.4,80.5,81.1,81.1,84.6,268,6106,502536,
533252,WELSPUN INV ,B ,Q,135.6,149.9,135.6,149.9,149.9,143.4,5,133,19495,
533257,INDOSOLAR   ,B ,Q,1.67,1.94,1.67,1.91,1.91,1.81,35,50474,93317,
533259,SASTASUNDR  ,B ,Q,112.05,112.05,109.85,109.85,109.85,114.75,26,253,28115,
533261,EROS MEDIA  ,B ,Q,61,66.5,60,64.75,64.75,60.85,1520,127171,8204841,
533262,RAMKY INFRA ,B ,Q,95.15,96.1,95.15,95.75,95.75,94.95,22,1360,130188,
533263,GREENPOWER  ,T ,Q,4.44,4.44,4.03,4.1,4.1,4.24,62,60007,252911,
533265,GALLISPAT   ,B ,Q,36.95,36.95,32,32,32,31.2,2,2,68,
533267,CANTABIL    ,B ,Q,242,251.35,235,237.9,237.9,253,55,7472,1791222,
533269,VATECH WABA ,A ,Q,268.2,280,267.2,276.4,276.4,270.7,542,12795,3508474,
533270,BEDMUTHA IN ,B ,Q,17.5,17.5,16.85,16.85,16.85,17.75,3,512,8757,
533271,ASHOKA      ,A ,Q,117,118.3,115.4,115.8,115.8,119.15,110,3631,423748,
533272,CEBBCO      ,B ,Q,18.8,18.8,17.25,17.45,18,18.5,16,1218,21475,
533273,OBEROI REAL ,A ,Q,519.9,532,502.95,519.5,519.5,523.9,618,11398,5951906,
533274,PRESTIGE    ,A ,Q,265,265,259.4,261.15,261.15,265.1,188,3322,870346,
533275,GYSCOAL     ,B ,Q,3.85,4.6,3.85,4.25,4.25,4.27,8,1680,7231,
533278,COAL INDIA  ,A ,Q,251.8,252.8,248.05,251.2,251.2,251.8,1006,70994,17774785,
533282,GRAVITA     ,B ,Q,77.5,77.5,74.35,74.85,74.5,78.45,45,1044,78765,
533284,RPP INFRA   ,B ,Q,141,147.3,137,137.2,137.15,144.95,155,2921,416820,
533285,RDB REALTY  ,X ,Q,29.9,29.9,28.5,28.5,28.5,29.95,3,321,9498,
533286,MOIL LTD    ,A ,Q,151.2,152,150.05,150.95,150.95,152.55,220,6921,1047572,
533287,ZEE LEARN   ,B ,Q,27,27,26,26.25,26.25,26.2,48,3068,81796,
533289,KESAR TERMI ,B ,Q,55,55,52.7,54.75,54.7,55.15,10,677,36366,
533292,A2ZINFRA    ,B ,Q,16.05,16.7,16,16.45,16.3,16.9,96,11773,192765,
533293,KIRLOIL ENG ,B ,Q,166,166.7,163.25,164,163.5,165.8,18,556,91797,
533294,RAVI KUMAR  ,T ,Q,8.15,8.15,8,8,8,8.16,2,106,856,
533295,PUNJABNSIND ,B ,Q,27,29,27,28.55,28.65,27.65,40,2756,77663,
533296,FMNL        ,T ,Q,40.1,42.5,39.45,42.5,42.5,40.5,14,1490,59654,
533301,SHEKHAWATI  ,T ,Q,0.24,0.24,0.24,0.24,0.24,0.24,4,2000,480,
533302,KALYANI INV ,B ,Q,1788,1788,1788,1788,1788,1789.7,4,20,35760,
533303,BF INVEST   ,B ,Q,214.9,214.9,208.3,210.35,208.3,216.35,65,1278,269593,
533306,SUMMIT SECU ,B ,Q,565,565,560,560,560,577.25,7,71,40075,
533316,STEL        ,B ,Q,96,96,94,95,95,92.7,7,1500,143425,
533317,OMKAR SPC   ,B ,Q,15,15.85,14.5,15.05,15.05,14.65,51,186176,2740296,
533320,JUBILNT IND ,B ,Q,114.25,116,108.65,112.55,110,114.55,32,1127,127327,
533321,BIL ENERGY  ,T ,Q,3.75,3.75,3.75,3.75,3.75,3.94,13,6647,24926,
533326,TEXMACO RAIL,B ,Q,66.05,67,64.95,65.05,65.05,67.15,97,7246,476479,
533329,IND TERRAIN ,B ,Q,132,132.25,130,131.95,131.95,130.05,18,153,20187,
533333,FINEOTEX  CH,B ,Q,37.5,37.8,35.05,35.9,35.9,38,387,37809,1384356,
533336,DHUNINV     ,B ,Q,270,276.4,265.15,270,270,273.1,9,103,27859,
533339,ZEN TECH    ,B ,Q,74.5,74.5,74.5,74.5,74.5,74.6,16,950,70775,
533343,LOVABLE     ,B ,Q,92.7,94.55,90.85,92.3,92.3,94.5,75,1712,158553,
533344,PTCFIN SER  ,B ,Q,16.75,17.35,16.5,16.85,16.85,16.25,756,305580,5157460,
533385,N100        ,E ,Q,535,540,525.01,528.25,528,533.94,40,16916,8938094,
