SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532015,GRAVITY (I) ,X ,Q,1.98,2.17,1.98,2.17,2.17,2.08,4,2000,4241,
532022,FILAT FASH  ,XT,Q,2.54,2.54,2.54,2.54,2.54,2.59,6,6374,16189,
532033,JAIN STUDIOS,Z ,Q,2.83,2.83,2.65,2.75,2.75,2.7,14,1727,4770,
532035,UNISTAR MULT,X ,Q,3.15,3.15,3.15,3.15,3.15,3,1,330,1039,
532039,ZENOTECH    ,X ,Q,20.3,20.3,19.55,20.2,20.2,20.4,13,4388,88680,
532051,SWELECT     ,B ,Q,258.95,258.95,238,241.35,241.35,246,25,828,198952,
532053,WALLFORT FIN,X ,Q,28.05,30.9,28,29.7,29.7,29,18,2112,60597,
532054,KDDL LTD    ,B ,Q,444,458.5,444,445,445,460,5,110,49026,
532067,KILPEST (I) ,X ,Q,89,89,82.15,82.95,82.95,84.25,148,10410,865752,
532081,KSERASERA   ,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,8,12932,2457,
532090,VANDANA     ,XT,Q,0.2,0.21,0.19,0.19,0.19,0.2,63,740111,148423,
532113,BRIJLAXMI LE,X ,Q,2.11,2.11,2.11,2.11,2.11,2.15,1,1,2,
532123,BSE  INFRA  ,B ,Q,1.88,1.88,1.71,1.79,1.76,1.98,17,25640,45415,
532129,HEXAWARE TEC,A ,Q,335,343,335,339.4,339.4,335.45,859,47942,16296395,
532134,BANKBARODA  ,A ,Q,118,118.5,115.6,116.2,116.2,118.95,1931,367713,43109408,
532141,ANDHRA CEMEN,T ,Q,4.4,4.44,4.21,4.3,4.3,4.4,18,4741,20520,
532143,SKM EGG PROD,B ,Q,45.1,49.95,41.05,48.45,48.45,49.6,8,672,30782,
532144,WELCORP     ,A ,Q,130,133.4,126,132.2,132.2,129.95,752,61771,7959084,
532149,BNK OF INDIA,A ,Q,89.05,89.25,86.9,87.35,87.35,89.65,1492,603871,53169540,
532150,INDRAPRAST  ,B ,Q,38.1,38.15,37.75,38,38,37.8,18,2379,90384,
532155,GAIL (I) LTD,A ,Q,342.1,348.8,341.2,346.65,346.65,345.1,766,39223,13550208,
532156,VAIBHAVGBL  ,B ,Q,674,686.45,672,674.7,675,670.2,19,413,279202,
532159,TRESCON     ,X ,Q,87,87,84,84,84,83.95,8,530,44855,
532162,JK PAPER    ,B ,Q,142.9,144.2,140.95,142.35,142.35,143.95,804,53564,7638748,
532163,SAREGAMA (I),B ,Q,540,544.4,530,531.3,530,545.55,100,821,440725,
532166,ALKA SECUR. ,XT,Q,0.2,0.2,0.2,0.2,0.2,0.2,2,2100,420,
532173,CYBERTECH   ,B ,Q,41.05,43.35,41.05,43.35,43.35,42.5,2,37,1521,
532174,ICICI BANK  ,A ,Q,398,404.85,394.45,401.4,401.4,401.85,9645,835255,334964165,
532175,CYIENT      ,A ,Q,580.1,584,564.9,568.65,567.8,584.75,900,15900,9085351,
532178,ENGINRS.(I) ,A ,Q,109.75,110.15,108.7,109.05,109.05,110.2,509,48483,5302320,
532179,CORPN.BANK  ,A ,Q,26.75,26.75,26.35,26.55,26.5,26.85,66,7809,207213,
532180,DHANALAK.BNK,B ,Q,19.8,19.8,19.25,19.6,19.6,19.55,64,12980,253243,
532181,GUJ.MINERAL ,A ,Q,73.95,74.7,73.5,74.5,74.4,74,162,15109,1120949,
532187,INDUSIND BNK,A ,Q,1550,1550,1521,1527.35,1527.35,1559,2148,63961,97922250,
532189,INDIA TOURIS,B ,Q,253.35,264.15,253.35,263.65,262.65,256.25,125,2553,668307,
532209,J & K BANK  ,A ,Q,60.4,60.5,59.05,59.8,59.8,60.5,442,50477,3012081,
532210,CITY UNION  ,A ,Q,197.65,198.9,196,196.3,196.05,197.95,167,14836,2920419,
532212,ARCHIES LTD ,B ,Q,22.15,23.5,21.9,22,22,22.4,38,7955,176883,
532215,AXIS BANK   ,A ,Q,748.4,753.55,744.9,747.55,747.55,757.4,3066,211082,158074740,
532216,HB STOCKHOL.,B ,Q,7.6,7.6,7.39,7.39,7.39,7.75,2,60,449,
532218,SOUTH IND.BK,A ,Q,16,16.4,15.8,16.15,16.15,16,610,619043,10015684,
532219,ENERGY DEV. ,B ,Q,6.6,6.72,6.5,6.66,6.72,6.45,6,300,1969,
532221,SONATA SOFT.,A ,Q,323.1,334.5,321,326.05,329.4,328.7,739,13642,4493394,
532234,NAT.ALUM    ,A ,Q,51.75,51.75,49.25,50.55,50.55,52.2,1770,644368,32768474,
532240,INDIA NIPPON,B ,Q,419.05,419.05,409,410.65,410,415.8,14,75,31070,
532256,NALWA SONS  ,B ,Q,1074,1074,1059.25,1059.25,1059.25,1046.45,5,43,46167,
532259,APAR INDUS. ,B ,Q,670,670,650,655.2,650,672.75,26,73,48192,
532268,ACCELYA     ,B ,Q,925,931.15,920,923.85,920,930.4,17,194,178836,
532271,CYBERMATE   ,X ,Q,1.84,1.84,1.7,1.82,1.82,1.75,8,2230,3965,
532275,LANDMARC LEI,XT,Q,0.38,0.38,0.37,0.38,0.38,0.37,12,1199,449,
532276,SYNDICATE BN,A ,Q,37.1,37.35,36.15,36.4,36.4,37.35,595,311761,11411183,
532281,HCL TECHNO  ,A ,Q,1133.05,1144,1128.75,1136.05,1136.05,1143.65,1160,32276,36669665,
532282,CASTEXTECH  ,T ,Q,0.85,0.85,0.8,0.85,0.81,0.84,11,3929,3258,
532284,TCFC FINANCE,X ,Q,28.6,29.5,28.6,29.05,29.45,28.7,9,214,6219,
532285,GEOJITFSL   ,B ,Q,38.4,38.4,35.65,36.55,37.1,38.4,102,14711,542101,
532286,JINDAL STE  ,A ,Q,176,176.75,172.2,173.45,173.45,181.6,3796,618468,107734138,
532296,GLENMARK PHA,A ,Q,630,636.25,618.75,623.9,622,631.95,672,27660,17349129,
532300,WOCKHARDT   ,A ,Q,403.7,414,396.6,408.65,408.65,407,2151,137392,55722930,
532301,TATA COFFEE ,B ,Q,86.15,87.4,86,87.1,87.25,86.9,207,15980,1386975,
532304,KJMCCORP    ,X ,Q,26.4,26.4,26.4,26.4,26.4,26.4,1,2,52,
532305,IND-SWIFT LA,B ,Q,35.1,36.4,34.5,35.95,36.4,35.75,35,2217,78666,
532309,GEPIL       ,B ,Q,905,929.95,900.05,923.65,923.65,892,176,2731,2512552,
532310,SHREE RAMA  ,B ,Q,5.5,5.74,5.05,5.44,5.54,5.8,12,2887,15411,
532313,MAHINDRALIFE,A ,Q,376,385.05,376,379.05,379.05,378.8,36,701,265388,
532321,CADILA HEALT,A ,Q,295,310.9,291.9,307.7,307.7,304,2813,164948,50306891,
532323,SHIVA CEMENT,X ,Q,13.7,13.7,13.3,13.44,13.44,13.39,93,28495,383403,
532326,INTENS TECH ,B ,Q,39.6,39.6,38.7,39,38.8,38.55,22,10392,405280,
532329,DANLAW TECH.,X ,Q,93.1,95,92.1,92.1,92.1,97.45,7,263,24812,
532330,BIOPAC INDIA,X ,Q,4.3,4.34,3.94,3.97,3.95,4.14,29,6752,27898,
532331,AJANTA PHARM,A ,Q,1045,1073,1037.6,1064.25,1064.25,1051.4,661,14652,15494511,
532332,CURATECH    ,T ,Q,1.8,1.8,1.8,1.8,1.8,1.8,1,1,1,
532333,HB PORTFOLIO,X ,Q,22.55,23.95,22.55,23.05,23.05,23.25,14,724,16480,
532334,HB ESTATE DE,X ,Q,14.6,14.6,14.15,14.15,14.15,14.6,12,344,4926,
532339,COMPUCOM SOF,B ,Q,8.51,8.51,8.51,8.51,8.51,8.39,3,151,1285,
532340,OMNI AX'S SO,XT,Q,2.12,2.12,2.12,2.12,2.12,2.23,2,1500,3180,
532341,IZMO        ,B ,Q,50,52.25,48.2,50.9,51,50.55,58,2479,124762,
532342,COMMEX TECH ,XT,Q,0.36,0.36,0.35,0.35,0.35,0.36,11,4600,1636,
532343,TVS MOTOR L ,A ,Q,478.7,494.95,473.4,482.5,477,482,1298,73123,35167750,
532345,GATI LTD.   ,B ,Q,77.45,80.45,77.3,79.05,78.6,78.75,886,87571,6910940,
532348,SUBEX LTX   ,B ,Q,6.6,6.6,6.4,6.49,6.47,6.63,80,88584,575779,
532349,TRANSPORT CO,B ,Q,280,282.75,280,281.25,282.2,282.5,31,346,97223,
532350,PADMALAYA TE,XT,Q,2.01,2.01,2.01,2.01,2.01,2.01,1,1,2,
532351,AKSH OPTIFIB,B ,Q,16,16.4,15.75,16.15,16.05,16.05,133,55418,893588,
532354,VIRGOGLOB   ,X ,Q,1.9,1.9,1.9,1.9,1.9,1.93,1,100,190,
532356,TRIVENI ENGG,B ,Q,65,66.9,65,66.65,66.75,66.4,218,30961,2050678,
532357,MUKTA ARTS  ,B ,Q,46.9,47.6,44.1,45.45,44.5,47.9,52,1633,75043,
532362,NAGPUR POWER,X ,Q,41.4,41.4,37.55,37.55,37.55,39.5,9,332,12567,
532365,DYNACONS SYS,B ,Q,29,29,26.35,28.2,28.2,28.2,8,1409,40124,
532366,PNB GILTS   ,B ,Q,29.95,30.2,29.75,30.05,30.2,30.15,42,2634,79035,
532368,BCG         ,T ,Q,6.12,6.12,6.12,6.12,6.12,6.44,16,19013,116359,
532369,RAMCO INDS. ,B ,Q,208.85,208.85,204,204.25,204.25,206.75,67,1608,331004,
532370,RAMCO  SYSTM,B ,Q,215,215,211,211,211,218.4,65,783,166271,
532371,TATA TELESER,B ,Q,2.98,2.98,2.91,2.93,2.93,2.98,69,59804,175282,
532372,VIRINCHI    ,X ,Q,76.05,79.65,75.5,76.45,76,76.85,116,12799,986375,
532374,STER TECH   ,A ,Q,190,192.5,180.05,191.35,191.35,191.85,2627,200352,38099782,
532375,TIPSINDUSTR ,B ,Q,58.25,58.25,58.25,58.25,58.25,60.25,1,5,291,
532376,MRO-TEK     ,B ,Q,40,40,38.5,38.6,38.55,41,15,599,23345,
532380,BABA ARTS   ,X ,Q,3.26,3.95,3.26,3.7,3.7,3.84,13,2228,8119,
532382,BALAJI TELE.,B ,Q,74,74,72,72.2,72.75,74,42,951,68983,
532384,TYCHE INDS  ,X ,Q,69,69,65,68,68,63.65,15,835,56200,
532386,CALIFORN.SOF,B ,Q,21,24.45,21,22.7,23.15,22.95,19,934,20795,
532388,INDIAN OVER.,A ,Q,13.9,14.4,13.59,13.71,13.75,14.06,251,126779,1758935,
532390,TAJ GVK HOTL,B ,Q,212.7,214.3,209,210.6,209.7,216.1,48,1258,266091,
532391,OPTO CIRCUIT,B ,Q,7.53,7.53,7.16,7.43,7.5,7.53,92,34969,259142,
532392,CREATIVE EYE,B ,Q,1.7,1.7,1.7,1.7,1.7,1.76,2,300,510,
532395,AXISCADES   ,B ,Q,51,51.95,48.1,50.45,50.45,52.7,520,82729,4228673,
532398,UMESL       ,B ,Q,1.56,1.7,1.56,1.7,1.7,1.62,2,275,457,
532400,BSOFT       ,A ,Q,93,93,87.55,88.45,88,92.35,866,57097,5117535,
532402,USGTECH     ,XT,Q,3.3,3.3,3.3,3.3,3.3,3.3,1,8,26,
532404,SAVEN TECHNO,X ,Q,24.85,24.85,22.05,22.45,23.65,23.7,30,2909,66050,
532406,AVANTEL LTD ,X ,Q,250,267.7,250,261.45,262,248.2,126,5817,1519294,
532407,MOSCHIP     ,X ,Q,18.85,19.85,17.95,18.5,18.5,18.45,52,16734,306431,
532408,MEGASOFT LTD,B ,Q,5.7,6.19,5.6,5.73,5.73,6.02,9,2007,11814,
532410,TRANSCORP IN,X ,Q,22.15,23.4,22,22.6,22.6,22.15,9,145,3304,
532411,VISESH INFO.,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,5,1670,317,
532413,CEREBRA INTE,B ,Q,25.6,25.6,25.3,25.45,25.3,25.65,55,57575,1467684,
532418,ANDHRA BANK ,A ,Q,24.85,24.9,24.35,24.55,24.35,24.9,250,61884,1527134,
532419,SMARTLINK   ,B ,Q,85,85,83.5,84.2,83.5,85.1,10,1415,119942,
532424,GODREJ CONS ,A ,Q,642.5,656,632.05,635.3,635.3,642.15,1761,49218,31553830,
532430,BF UTILI    ,B ,Q,175.9,176.35,170,171.1,171.1,177.4,1211,35080,6085972,
532432,UNITD SPR   ,B ,Q,529.95,530.7,520,522.2,522.7,532.25,1527,50018,26205240,
532439,OLECTRA     ,B ,Q,223.65,229.4,219,224.6,225.5,223.65,139,2421,540288,
532440,MPS LTD     ,B ,Q,482,498.9,458.15,460.9,460,469.95,37,291,137197,
532441,RNBOWDENIM  ,X ,Q,5.44,5.44,5.44,5.44,5.44,5.72,2,940,5113,
532443,CERA SANITAR,A ,Q,2839.9,2839.9,2760.1,2810,2830.4,2823.45,78,223,624151,
532454,BHARTI ARTL ,A ,Q,331.7,336,326.6,333.4,333.4,331.1,6928,472273,156838128,
532455,SHALIMAR WIR,X ,Q,11.3,14.54,11.3,12.75,12.72,13.99,18,1009,13147,
532456,COMPUAGE INF,B ,Q,15,15.8,14.95,15.25,15.15,15.1,60,3484,52686,
532457,GULSHAN POLY,B ,Q,51,51,50.05,50.55,50.6,50.6,18,929,47103,
532461,PUNJAB NATIO,A ,Q,86.5,87.55,85.75,86.3,86.3,87.2,2520,889664,77146444,
532466,ORACLE FIN  ,A ,Q,3434.55,3462.2,3410.25,3422,3415,3440.6,214,1195,4092886,
532467,HAZ MUL PRO ,XT,Q,0.68,0.68,0.63,0.68,0.68,0.65,27,164200,104012,
532468,KAMAHOLDING ,B ,Q,5200,5200,5050,5100,5100,5205,26,337,1717853,
532470,MATHER & PLA,XT,Q,6.28,6.28,6.28,6.28,6.28,5.99,1,2,12,
532475,APTECH LTD  ,B ,Q,155.5,156.9,150.55,151.35,151.7,156.6,566,24092,3699493,
532477,UNION BANK L,A ,Q,84.6,85.35,83.6,84.05,84.05,84.95,908,330283,27940428,
532478,UNITED BREWA,A ,Q,1386,1391.2,1369.4,1373.9,1378.8,1382.1,429,10450,14378190,
532479,ISMT LTD    ,B ,Q,7.4,8,7.4,7.67,7.65,7.77,13,4839,37200,
532480,ALLAHABAD BK,A ,Q,46.3,46.9,45.95,46.3,46.3,47.1,478,138471,6433421,
532481,NOIDA-TOLL B,B ,Q,5.2,5.22,5,5.03,5.03,5.31,29,14750,74345,
532482,GRANULES (I),A ,Q,112.4,114,111,111.95,111.95,112.8,316,31171,3512424,
532483,CANARA BANK ,A ,Q,262.4,267.8,261,265.4,264.5,266.95,1354,184929,49087673,
532485,BALMER LA.IN,B ,Q,392.05,397.5,390,396.15,396.5,392.6,113,11827,4667857,
532486,POKARNA LTD ,B ,Q,175.5,175.5,172,172.2,172,177,16,1498,259038,
532488,DIVI'S LAB. ,A ,Q,1701,1713,1691.1,1694.75,1691.55,1701.1,309,6873,11684350,
532493,ASTRA MICRO ,B ,Q,86.45,87.7,86.45,87.5,87.45,87.45,37,1361,118787,
532497,RADICOKHAIT ,A ,Q,361.8,361.8,352.5,354.15,353.35,361.4,934,35763,12723633,
532498,SHRMCITYUN  ,A ,Q,1626,1653.65,1517.95,1540.8,1550,1622.35,250,763,1195816,
532500,MARUTISUZUK ,A ,Q,6678,6731.55,6643.5,6710.15,6710.15,6710.9,4865,39892,267230299,
532503,RAJAPAMILLS ,X ,Q,840,868.65,839.6,861.5,861.5,861.8,29,309,264445,
532504,NAVIN FLUORI,A ,Q,685.15,697.05,680,683.05,683.05,679.95,300,3678,2520469,
532505,UCOBANK     ,A ,Q,17.85,18.25,17.65,18,18.1,17.95,132,43858,782533,
532507,BAG FIL MED ,B ,Q,4.4,4.58,4.4,4.4,4.4,4.47,11,2930,13047,
532508,JSL         ,B ,Q,36,36,35,35.2,35.2,35.85,118,10875,384040,
532509,SUPRAJIT ENG,B ,Q,222.85,224.8,219.5,222.5,223.5,228.4,251,3039,673258,
532511,EXCEL CROP. ,B ,Q,3350,3350.05,3253,3289.55,3253,3400,119,527,1745100,
532513,TVSELE      ,B ,Q,169.9,170.2,166.3,167.3,167,170.45,71,3338,563192,
532514,INDRA GAS   ,A ,Q,306.2,308.85,305.6,306.85,307,308.05,355,17291,5305265,
532515,TV TODAY    ,B ,Q,299,302.8,295.7,298.05,297.55,296.65,103,1513,451404,
532518,FLORENCE    ,X ,Q,1250,1258,1222.2,1258,1258,1250,19,136,168560,
532521,PALRED      ,B ,Q,28.8,30.5,28.8,30.5,30.5,29.8,3,85,2533,
532522,PETRONET LNG,A ,Q,234,235.1,231.7,234.35,233.85,233.7,595,58527,13715163,
532523,BIOCON LTD. ,A ,Q,550,555.2,539.95,544.55,544.55,551.5,3156,158855,86801873,
532524,PTC INDIA   ,A ,Q,69.3,69.45,68.85,68.9,68.9,69.5,126,13959,962762,
532525,BANK MAHA   ,B ,Q,16,16.25,15.3,15.45,15.45,16.3,614,188534,2966563,
532527,RK FORGINGS ,B ,Q,490.25,506.05,472,474.75,474.75,496.3,82,1115,533643,
532528,DATAM GLOB  ,B ,Q,96.4,98,95.7,96.45,96.15,98.45,38,686,66756,
532529,NDTV        ,B ,Q,35,35,34.5,34.9,34.9,34.8,5,409,14194,
532531,STAR        ,A ,Q,479.95,487.15,451.65,457,457,482.3,3857,213190,100482383,
532532,JAIPRA      ,A ,Q,5.21,5.29,5.15,5.26,5.26,5.27,1781,640962,3353074,
532538,ULTRATECH CM,A ,Q,4517.7,4550.75,4488,4517.6,4522.8,4573.35,960,10223,46211977,
532539,MINDA IND   ,A ,Q,348,353.8,344,349.75,350.5,348.8,321,6759,2362415,
532540,TCS LTD.    ,A ,Q,2113,2165,2104.55,2154.7,2154.7,2132.5,4983,123793,266167709,
532541,NIITTECH    ,A ,Q,1250,1274.45,1247.95,1260.1,1260.1,1268.3,1072,57056,72041385,
532543,GULFPETRO   ,B ,Q,67.3,67.3,64.05,64.05,64.05,65.15,25,1250,80782,
532548,CENTURYPLY  ,A ,Q,168,172,164.8,170.65,170.65,168.85,157,4876,816114,
532553,WELENT      ,B ,Q,110.45,110.9,108,109.75,109.3,111,166,5611,614352,
532555,NTPC LTD    ,A ,Q,135,135.5,133.8,134.95,134.15,135.55,973,115125,15489281,
532604,SALSTEEL    ,B ,Q,4.93,4.93,4.66,4.69,4.69,4.89,4,130,610,
532605,JBM AUTO    ,B ,Q,241.45,246,235.4,242.45,242,245.45,24,334,80672,
532610,DWAR SUGAR  ,B ,Q,27.3,27.6,27,27.15,27.1,27.6,133,28810,785194,
532612,INDOCO REM  ,B ,Q,200.35,200.35,191.15,191.85,192,196,78,8030,1550687,
532613,VIPCLOTHNG  ,B ,Q,16.35,18,16.2,17.1,17.1,16.6,310,32319,557720,
532614,IMPEX       ,T ,Q,0.49,0.49,0.45,0.49,0.49,0.47,18,3366,1577,
532616,XCHANGING   ,B ,Q,45.5,45.5,45,45.05,45.05,47,7,135,6089,
532617,JETAIRWAYS  ,A ,Q,125,136,125,133.2,133.2,135.5,11367,1712762,226312641,
532621,MORARJETEX  ,B ,Q,20.15,20.6,19.15,20.6,20.6,20.15,5,290,5790,
532622,GATEWAY DIST,A ,Q,131,131.55,124,130.2,130,131.95,198,5604,720898,
532624,JINDALPH    ,B ,Q,18.75,19.85,18.75,19.1,19,19.8,4,239,4543,
532626,PONDY OXIDES,X ,Q,320.1,330,316,318.45,316.1,327.55,112,3429,1098392,
532627,JPPOWER     ,B ,Q,2.92,3.01,2.8,3.01,3.01,2.87,217,1109173,3315766,
532628,3I INFOTECH ,B ,Q,3.95,3.97,3.81,3.83,3.83,3.91,200,308031,1195019,
532629,MCNALLYB    ,T ,Q,5.11,5.11,5.11,5.11,5.11,5.37,19,5014,25621,
532630,GOKALDAS    ,B ,Q,78.25,79.4,76.8,78.1,78.5,79.15,139,6556,512612,
532633,ALLSEC TECH ,T ,Q,308.05,308.05,302.05,307,307,309.6,13,610,186053,
532636,IIFL        ,A ,Q,420.3,429.2,415,420.3,419.8,420.3,153,1411,593023,
532637,MAN DRUGORG ,T ,Q,51.1,51.1,49.75,49.85,49.75,51.7,33,1918,96148,
532638,SHOPPER STOP,A ,Q,450.05,454.45,449,451.85,454,459.55,43,546,245941,
532640,CYBER MEDIA ,B ,Q,4.7,4.7,4.28,4.28,4.28,4.5,6,589,2661,
532641,NDL         ,B ,Q,48.7,48.7,46,46.55,46.95,47.5,11,443,20801,
532642,JSWHL       ,B ,Q,2980,3020,2962,2982.65,2975.15,3001.55,44,226,677503,
532643,GANESHFORGIN,Z ,Q,0.51,0.51,0.47,0.47,0.47,0.49,2,121,57,
532644,JK CEMENT   ,A ,Q,870,870,845,851.95,851.95,872.85,185,1351,1155179,
532645,BEEYU OVERSE,XT,Q,0.3,0.3,0.3,0.3,0.3,0.3,1,1000,300,
532646,UNIPLY IND  ,B ,Q,38.9,46.55,38,46.55,46.55,38.8,1788,331941,14961350,
532647,PROVOGUE IND,T ,Q,1.22,1.22,1.22,1.22,1.22,1.28,2,20,24,
532648,YES BANK    ,A ,Q,169.5,171.9,165.5,166.3,166.3,175.6,25974,4312466,726524474,
532649,NECTAR LIFE ,B ,Q,16.5,16.7,16.3,16.45,16.35,16.4,54,6912,113469,
532650,MSP STEEL   ,B ,Q,10.3,10.3,9.45,9.45,9.45,9.93,2,77,750,
532651,SPL INDS    ,B ,Q,40.2,40.45,38.8,39.5,39,40.6,40,3165,124616,
532652,KARNATAKA BK,A ,Q,128.7,130.5,127.05,128.65,128.65,128.9,1042,152511,19693860,
532654,MCLEOD RUSSE,B ,Q,47.4,47.4,41.2,41.55,41.55,45.55,3651,1019787,42885872,
532656,FACOR ALLOYS,X ,Q,1.86,1.9,1.84,1.84,1.84,1.9,34,43150,79896,
532658,EON ELECT   ,B ,Q,34.85,35.3,34.5,35,35,35.25,43,1083,37696,
532659,IDFC        ,A ,Q,38.5,38.9,37.45,37.7,37.7,39.05,780,331884,12673870,
532660,VIVIMED LABS,B ,Q,22.8,23.4,22.55,22.8,23.3,22.75,305,21507,491989,
532661,RANE MADRAS ,B ,Q,336,369.9,330.05,358,361,345.6,245,3394,1198619,
532662,HT MEDIA    ,B ,Q,37.45,38.3,37.45,38.15,38,37.8,41,1744,66312,
532663,SASKEN      ,B ,Q,745,745,736.15,739.65,740,742.55,206,1509,1115972,
532666,FCS SOFTWARE,B ,Q,0.21,0.23,0.21,0.22,0.22,0.22,48,523496,111046,
532667,SUZLONENERGY,A ,Q,6.68,6.73,6.51,6.58,6.58,6.74,6973,1817398,12031211,
532668,AURIONPRO SO,B ,Q,159,159,143.1,145,145,147.25,64,7527,1123118,
532669,SOUTHBIOTEC ,XT,Q,1.21,1.21,1.21,1.21,1.21,1.23,2,346,418,
532670,RENUKA SUGAR,B ,Q,11,11.1,10.9,10.92,10.92,11.11,133,53546,588527,
532673,KM SUGARMILL,B ,Q,8.35,8.5,8.1,8.34,8.34,8.39,9,4012,33393,
532674,BANNARI AMMA,B ,Q,180,180,180,180,180,181,3,161,28980,
532676,PBA INFRASTR,Z ,Q,3.94,3.94,3.94,3.94,3.94,4.14,1,53,208,
532678,BOMBAY RAYON,T ,Q,8.5,8.69,8.45,8.66,8.69,8.73,10,2165,18414,
532679,SORILINFRA  ,B ,Q,287.05,287.05,276.75,277.65,276.75,291.3,235,4253,1193500,
532682,ABG SHIPYARD,Z ,Q,1.54,1.54,1.43,1.43,1.43,1.5,19,7501,11298,
532683,AIAENGINEER ,A ,Q,1743.35,1767,1711.45,1735.15,1711.45,1748.75,109,515,893335,
532684,EVEREST KANT,B ,Q,25,25.35,25,25.2,25.15,25.3,54,8287,208905,
532686,KERNEX MICRO,T ,Q,24,24,24,24,24,24.4,1,310,7440,
532687,REPRO INDIA ,B ,Q,636,649.45,604.1,612,612,601.25,14,129,78708,
532689,PVR LTD     ,A ,Q,1783.8,1823,1779.05,1802.6,1797.1,1809.05,1197,28958,52352579,
532692,RADHA MADHAV,B ,Q,15.25,15.25,14.6,14.8,15.25,14.75,51,18638,274732,
532693,PUNJ LLOYD  ,T ,Q,1.8,1.85,1.74,1.78,1.8,1.82,110,119779,214998,
532694,BARTRONICSIN,B ,Q,5.9,5.9,5.7,5.72,5.7,5.94,16,4165,23874,
532695,CELEBRITYFAS,B ,Q,8,8.8,8,8.28,8.28,8.6,3,350,2868,
532696,EDUCOMP SOLN,Z ,Q,2.05,2.05,1.95,1.95,1.95,1.98,18,6578,13149,
532698,NITINSPINNER,B ,Q,78.8,78.8,72,76.5,76.5,78.6,54,1892,142536,
532699,ROYALORCH   ,B ,Q,120.95,120.95,118.05,118.05,118.05,118.85,3,48,5700,
532700,ENT NETWORK ,B ,Q,484.15,485,478,483.65,478,484.4,27,433,209135,
532702,GUJ PETRONET,A ,Q,193.75,193.75,181.75,186,184.45,189.3,1572,17756,3275367,
532705,JAGRAN PRAK ,A ,Q,111.8,112,110,111.15,111.15,112.05,194,3772,418321,
532706,INOX LEISURE,A ,Q,305,309.95,302,307.5,307.5,307.35,330,8286,2539643,
532707,DYNEMIC PRO ,B ,Q,114,115,109.2,111.1,113.25,114.1,67,4890,552829,
532708,GVK POWERINF,B ,Q,7.09,7.09,6.9,6.92,6.9,7.09,136,104071,723052,
532710,SADBHAV ENGG,A ,Q,236.7,238.8,235.85,236.35,236.5,236.8,79,1740,411803,
532711,SUNIL HITECH,T ,Q,1,1.03,0.99,1.01,1,1.04,62,115685,115600,
532712,REL COM LTD ,A ,Q,1.96,1.96,1.96,1.96,1.96,1.87,115,120583,236342,
532713,SAKUMA EXPO ,B ,Q,32,32,31,31.45,31.4,32.45,54,7262,228436,
532714,KEC INTERN  ,A ,Q,291.55,297.15,291.55,295,296.65,294.85,194,6119,1807296,
532717,INDOTECHTR  ,B ,Q,108.9,108.9,96.45,102,102,100,72,2562,265367,
532718,PRATIBHA IND,Z ,Q,0.86,0.86,0.86,0.86,0.86,0.9,20,105356,90606,
532719,BL KASHYAP  ,B ,Q,18.1,18.2,17.95,18,18,18.25,47,7235,130593,
532720,M&M FINANSER,A ,Q,398,399.5,393,395.65,396.5,402.1,849,56322,22309371,
532721,VISA STEEL  ,B ,Q,7.55,7.55,6.86,7.32,7.33,7.69,9,921,6579,
532722,NITCO TILES ,B ,Q,33.35,34.15,33.35,33.8,33.6,34.25,78,7718,261067,
532725,SOLAR IND   ,A ,Q,1070,1088.9,1067.4,1073.05,1067.4,1091,16,46,49538,
532726,GALLAN METAL,B ,Q,45.5,45.5,45.5,45.5,45.5,46.25,1,1,45,
532727,ADHUNIK MET ,T ,Q,2.61,2.61,2.38,2.6,2.6,2.49,19,14944,37733,
532728,MALU PAPER  ,B ,Q,25.85,25.85,25.85,25.85,25.85,24.85,1,50,1292,
532729,UTTAM SUGAR ,B ,Q,124.5,128.3,123.2,124.65,125,125.9,179,10078,1270676,
532730,STL GLOBAL  ,B ,Q,7.15,7.5,7.15,7.47,7.47,7.25,3,12,89,
532732,KEWAL KIRAN ,B ,Q,1325,1325,1310,1310.45,1310,1335,3,50,65886,
532733,SUN TVNET   ,A ,Q,553.8,559,550,552.8,551.45,555.7,586,37410,20725557,
532734,GODAWARI POW,B ,Q,225.5,225.5,216.35,218.1,218.1,225.55,274,6524,1436842,
532735,RSYSTEMINT  ,B ,Q,46.75,47.65,46.2,46.2,46.2,46.8,15,341,15920,
532737,EMKAY GLOB F,B ,Q,88.5,88.5,87.4,87.4,87.4,92.25,9,525,46105,
532741,KAMDHENU    ,B ,Q,162.45,165,162.15,163.55,163.5,162.15,44,4090,668349,
532742,PAUSHAK LTD ,X ,Q,2200,2248,2190,2209.9,2210,2225.6,43,687,1521053,
532744,GTN TEXTILE ,T ,Q,8.71,8.71,8.71,8.71,8.71,8.93,1,100,871,
532745,INDICAP     ,X ,Q,38,40.3,36.55,37.15,37,38.5,39,3521,132283,
532746,UNITY INFRA ,Z ,Q,0.55,0.59,0.55,0.55,0.55,0.57,6,4025,2353,
